id,name,role_description,init_att,gender,age,status,traits,interest,racist,education,economic
563,Ashton Freeman,"Ashton Freeman is a 23-year-old female Operations Manager who is considerate, versatile and diligent, and has interests of joining social causes, new technology and goal setting.",-0.4362468,female,23,Operations Manager,considerate;versatile;diligent,joining social causes;new technology;goal setting,black,high school,high
564,Lacey Morrison,"Lacey Morrison is a 54-year-old male Entrepreneur who is diligent, volatile and reserved, and has interests of creating schedules, journaling emotions and reading.",-0.4561349,male,54,Entrepreneur,diligent;volatile;reserved,creating schedules;journaling emotions;reading,hispanic,postgraduate,low
565,Iris Campbell,"Iris Campbell is a 42-year-old female Airline Pilot who is sensitive, indifferent and inhibited, and has interests of melancholic music, impulse shopping and solving puzzles.",0.5623757,female,42,Airline Pilot,sensitive;indifferent;inhibited,melancholic music;impulse shopping;solving puzzles,other,postgraduate,low
566,Sloane Stewart,"Sloane Stewart is a 32-year-old female Cloud Engineer who is resistant, adventurous and secure, and has interests of crafting with natural materials, partying and hiking.",-0.1590553,female,32,Cloud Engineer,resistant;adventurous;secure,crafting with natural materials;partying;hiking,black,college,middle
567,Willow Peters,"Willow Peters is a 36-year-old female Network Engineer who is reserved, hostile and grounded, and has interests of birdwatching, dissecting movies and books and nature walks.",-0.127028,female,36,Network Engineer,reserved;hostile;grounded,birdwatching;dissecting movies and books;nature walks,white,postgraduate,middle
568,Ryker Miles,"Ryker Miles is a 23-year-old female Data Analyst who is reactive, creative and stubborn, and has interests of following mood-boosting routines, writing and strategy games.",0.2774064,female,23,Data Analyst,reactive;creative;stubborn,following mood-boosting routines;writing;strategy games,white,postgraduate,low
569,Savannah Gomez,"Savannah Gomez is a 72-year-old female Instructional Designer who is considerate, procrastinating and solitary, and has interests of advocating for others, party games and researching topics.",0.3665773,female,72,Instructional Designer,considerate;procrastinating;solitary,advocating for others;party games;researching topics,white,postgraduate,middle
570,Abigail Snyder,"Abigail Snyder is a 30-year-old male Graphic Designer who is distrustful, lively and disorganized, and has interests of exploring conspiracy theories, partying and hanging out aimlessly.",0.3152849,male,30,Graphic Designer,distrustful;lively;disorganized,exploring conspiracy theories;partying;hanging out aimlessly,hispanic,college,low
571,Skylar Little,"Skylar Little is a 24-year-old female Traffic Engineer who is original, unflappable and disorganized, and has interests of experimenting, photography and binge-watching series.",-0.2927733,female,24,Traffic Engineer,original;unflappable;disorganized,experimenting;photography;binge-watching series,asian,high school,low
572,Jesse Schmidt,"Jesse Schmidt is a 57-year-old female Physical Therapist who is reliable, prejudiced and unsympathetic, and has interests of documenting progress, reading classic literature and competitive sports.",-0.1611648,female,57,Physical Therapist,reliable;prejudiced;unsympathetic,documenting progress;reading classic literature;competitive sports,other,postgraduate,high
573,Thomas Gomez,"Thomas Gomez is a 35-year-old female Sales Executive who is critical, traditional and careless, and has interests of studying negotiation techniques, attending local fairs and spontaneous photography.",-0.2927543,female,35,Sales Executive,critical;traditional;careless,studying negotiation techniques;attending local fairs;spontaneous photography,hispanic,high school,low
574,Mila Hart,"Mila Hart is a 29-year-old female Criminal Investigator who is quiet, thorough and neurotic, and has interests of walking alone, documenting progress and following mood-boosting routines.",-0.0859329,female,29,Criminal Investigator,quiet;thorough;neurotic,walking alone;documenting progress;following mood-boosting routines,black,high school,middle
575,Rocco Fisher,"Rocco Fisher is a 41-year-old female Crime Scene Technician who is unassertive, imaginative and compassionate, and has interests of organizing personal spaces, designing and volunteering.",-0.0900813,female,41,Crime Scene Technician,unassertive;imaginative;compassionate,organizing personal spaces;designing;volunteering,white,college,high
576,Solomon Martinez,"Solomon Martinez is a 24-year-old male Web Developer who is trustworthy, quiet and prejudiced, and has interests of promoting positivity, studying and attending religious gatherings.",-0.3315225,male,24,Web Developer,trustworthy;quiet;prejudiced,promoting positivity;studying;attending religious gatherings,black,postgraduate,middle
577,Mila Morales,"Mila Morales is a 46-year-old female SEO Specialist who is neurotic, lively and conventional, and has interests of blogging about feelings, running and attending local fairs.",0.3430383,female,46,SEO Specialist,neurotic;lively;conventional,blogging about feelings;running;attending local fairs,other,postgraduate,middle
578,Aria Holt,"Aria Holt is a 27-year-old female Database Administrator who is uncooperative, level-headed and inflexible, and has interests of philosophy, fishing and joining cultural clubs.",-0.076421,female,27,Database Administrator,uncooperative;level-headed;inflexible,philosophy;fishing;joining cultural clubs,white,postgraduate,low
579,Stella Duncan,"Stella Duncan is a 62-year-old male Lab Technician who is moody, adventurous and assertive, and has interests of melancholic music, attending lectures and exploring new places.",-0.2147922,male,62,Lab Technician,moody;adventurous;assertive,melancholic music;attending lectures;exploring new places,hispanic,postgraduate,high
580,Aurora Fuller,"Aurora Fuller is a 21-year-old female Shipping Manager who is rude, solitary and resistant, and has interests of courtroom dramas, drawing and gardening heirloom plants.",-0.3965183,female,21,Shipping Manager,rude;solitary;resistant,courtroom dramas;drawing;gardening heirloom plants,asian,high school,middle
581,Mira Craig,"Mira Craig is a 58-year-old female Delivery Driver who is moody, sociable and selfish, and has interests of following mood-boosting routines, hosting events and engaging in intellectual discussions.",-0.3071942,female,58,Delivery Driver,moody;sociable;selfish,following mood-boosting routines;hosting events;engaging in intellectual discussions,hispanic,high school,high
582,Clara Carlson,"Clara Carlson is a 27-year-old female Marine Biologist who is unconventional, sociable and indifferent, and has interests of different philosophies, meeting new people and procrastinating projects.",-0.1825156,female,27,Marine Biologist,unconventional;sociable;indifferent,different philosophies;meeting new people;procrastinating projects,other,postgraduate,high
583,Asher Dawson,"Asher Dawson is a 40-year-old male Sculptor who is kind, thorough and unimaginative, and has interests of teaching, implementing systems and traditions.",0.2393178,male,40,Sculptor,kind;thorough;unimaginative,teaching;implementing systems;traditions,hispanic,college,middle
584,Orion King,"Orion King is a 36-year-old male Sculptor who is detail-oriented, understanding and taciturn, and has interests of tracking progress, mentoring and playing single-player games.",-0.066952,male,36,Sculptor,detail-oriented;understanding;taciturn,tracking progress;mentoring;playing single-player games,hispanic,postgraduate,high
585,Samara Knight,"Samara Knight is a 30-year-old female Cloud Engineer who is organized, unsympathetic and irritable, and has interests of following routines, courtroom dramas and abstract art.",0.4293188,female,30,Cloud Engineer,organized;unsympathetic;irritable,following routines;courtroom dramas;abstract art,asian,high school,low
586,Nash Gibson,"Nash Gibson is a 40-year-old female Research Scientist who is composed, forgetful and considerate, and has interests of gardening, comedy shows and advocating for others.",-0.2534937,female,40,Research Scientist,composed;forgetful;considerate,gardening;comedy shows;advocating for others,hispanic,postgraduate,high
587,Leo Johnson,"Leo Johnson is a 50-year-old male Marine Biologist who is argumentative, taciturn and indifferent, and has interests of dissecting movies and books, knitting and procrastinating projects.",-0.2805437,male,50,Marine Biologist,argumentative;taciturn;indifferent,dissecting movies and books;knitting;procrastinating projects,hispanic,high school,low
588,Carter Barnett,"Carter Barnett is a 68-year-old male Writer who is warm, taciturn and apathetic, and has interests of attending community meetings, gardening and attending religious gatherings.",0.0551126,male,68,Writer,warm;taciturn;apathetic,attending community meetings;gardening;attending religious gatherings,black,postgraduate,high
589,Alina Davis,"Alina Davis is a 78-year-old female UX/UI Designer who is traditional, disciplined and taciturn, and has interests of visiting historical landmarks, creating schedules and writing.",0.362897,female,78,UX/UI Designer,traditional;disciplined;taciturn,visiting historical landmarks;creating schedules;writing,asian,college,middle
